picCode,Category,Sub1,Sub2,ProductName,Q1,Q2,Q3,Q4,P1,P2,P3,P4,brands,brand_image,excel_id,,t1,t2,t3,t4,u1,u2,u3,u4
623,Personel Care,Bathing Needs,Soap,Lux Velvet Touch Soap,150 gm,110 gm,,,55,45,,,LUX,,614,0,,,,,,,,
625,Personel Care,Bathing Needs,Soap,Palmolive Naturals Moisture Care,75 gm,115 gm,155 gm,,30,45,55,,Palmolive,,615,0,,,,,,,,
626,Personel Care,Bathing Needs,Soap,Safeguard Lemon Fresh,70 gm,115 gm,150 gm,,35,50,60,,Safeguard,,616,0,,,,,,,,
627,Personel Care,Bathing Needs,Soap,Dettol Anti Bacterial Original Soap,65 gm,100 gm,145 gm,,35,50,70,,Dettol,,617,0,,,,,,,,
628,Personel Care,Bathing Needs,Soap,Lux Skin Cleansing Bar Purple Lotus,150 gm,115 gm,75 gm,,60,45,35,,LUX,,618,0,,,,,,,,
629,Personel Care,Bathing Needs,Soap,Lifebuoy Skin Cleansing Bar Nature,115 gm,75 gm,,,35,25,,,Lifebuoy,,619,0,,,,,,,,
630,Personel Care,Bathing Needs,Soap,Lux Skin Cleansing Bar Strawberry & Cream,150 gm,115 gm,75 gm,,60,45,35,,LUX,,620,0,,,,,,,,
631,Personel Care,Bathing Needs,Soap,Tibet Deluxe Soap,75 gm,,,,25,,,,Tibet,,621,0,,,,,,,,
632,Personel Care,Bathing Needs,Soap,Safeguard Pure White Soap,115 gm,150 gm,,,50,60,,,Safeguard,,622,0,,,,,,,,
633,Personel Care,Bathing Needs,Soap,Imperial Leather Classic Soap,125 gm,175 gm,115 gm,,50,80,40,,Imperial,,623,0,,,,,,,,
634,Personel Care,Bathing Needs,Soap,Dove Original Bar White ,135 gm,75 gm,,,95,65,,,Dove,,624,0,,,,,,,,
635,Personel Care,Bathing Needs,Soap,Dettol Soap Re-Energize,100 gm,65 gm,145 gm,,50,35,70,,Dettol,,625,0,,,,,,,,
636,Personel Care,Bathing Needs,Soap,Dettol Soap Cool,145 gm,65 gm,,,70,35,,,Dettol,,626,0,,,,,,,,
637,Personel Care,Bathing Needs,Soap,Lifebuoy Skin Cleansing Bar Total,115 gm,75 gm,,,35,25,,,Lifebuoy,,627,0,,,,,,,,
638,Personel Care,Bathing Needs,Soap,Dove Bar Pink,135 gm,,,,95,,,,Dove,,628,0,,,,,,,,
639,Personel Care,Bathing Needs,Soap,Lifebuoy Lemon Fresh Bar,115 gm,150 gm,,,35,45,,,Lifebuoy,,629,0,,,,,,,,
641,Personel Care,Bathing Needs,Soap,Lifebuoy Skin Cleansing Bar Care,115 gm,150 gm,75 gm,,35,45,25,,Lifebuoy,,630,0,,,,,,,,
642,Personel Care,Bathing Needs,Soap,Capri Purifying Green Tea Soap,115 gm,,,,45,,,,Capri,,631,1,,,,,,,,
644,Personel Care,Bathing Needs,Soap,Palmolive Naturals Luxurious Softness,155 gm,115 gm,,,55,45,,,Palmolive,,632,0,,,,,,,,
645,Personel Care,Bathing Needs,Soap,Lifebuoy Skin Cleansing Bar Cool Fresh,115 gm,,,,35,,,,Lifebuoy,,633,0,,,,,,,,
647,Personel Care,Bathing Needs,Soap,Lux Skin Cleansing Bar Fresh Splash,75 gm,115 gm,,,35,45,,,LUX,,634,0,,,,,,,,
648,Personel Care,Bathing Needs,Soap,Pears With Mint,125 gm,,,,100,,,,Pears,,635,0,,,,,,,,
649,Personel Care,Bathing Needs,Soap,Pears Gentle Care,125 gm,,,,100,,,,Pears,,636,0,,,,,,,,
650,Personel Care,Bathing Needs,Soap,Palmolive Naturals Balanced & Mild_,115 gm,155 gm,75 gm,,45,55,30,,Palmolive,,637,0,,,,,,,,
651,Personel Care,Bathing Needs,Soap,Dove Bar Fresh,135 gm,,,,95,,,,Dove,,638,0,,,,,,,,
652,Personel Care,Bathing Needs,Soap,Lux Skin Cleansing Bar Nature Pure,115 gm,,,,35,,,,LUX,,639,1,,,,,,,,
653,Personel Care,Bathing Needs,Soap,Pears Oil Clear,125 gm,,,,100,,,,Pears,,640,0,,,,,,,,
654,Personel Care,Bathing Needs,Soap,Palmolive Naturals Refreshing Moisture,115 gm,155 gm,,,45,55,,,Palmolive,,641,0,,,,,,,,
655,Personel Care,Bathing Needs,Soap,Dettol Gold Daily Clean_,97 gm,140 gm,,,60,85,,,Dettol,,642,0,,,,,,,,
656,Personel Care,Bathing Needs,Soap,Palmolive Naturals Nourishing Sensation ,115 gm,155 gm,,,45,55,,,Palmolive,,643,0,,,,,,,,
660,Personel Care,Bathing Needs,Soap,Dettol Anti Bacterial Lasting Fresh Soap,100 gm,145 gm,65 gm,,50,70,35,,Dettol,,644,0,,,,,,,,
661,Personel Care,Bathing Needs,Soap,Dettol Anti Bacterial Cool Soap,100gm,,,,50,,,,Dettol,,645,0,,,,,,,,
662,Personel Care,Bathing Needs,Soap,Capri Nourishing Peach Soap_,115 gm,,,,45,,,,Capri,,646,0,,,,,,,,
664,Personel Care,Bathing Needs,Soap,Dettol Gold Classic Clean,140 gm,97 gm,,,85,60,,,Dettol,,647,0,,,,,,,,
665,Personel Care,Bathing Needs,Soap,Safeguard Ultra Aloe Vera,115 gm,,,,50,,,,Safeguard,,648,0,,,,,,,,
666,Personel Care,Bathing Needs,Soap,Capri Vitalizing Water Lily Soap,115 gm,,,,45,,,,Capri,,649,0,,,,,,,,
667,Personel Care,Bathing Needs,Soap,Dettol Anti Bacterial Radiance Soap,145 gm,100 gm,,,70,50,,,Dettol,,650,0,,,,,,,,
668,Personel Care,Bathing Needs,Soap,Dettol Deep Cleanse Soap,145 gm,,,,70,,,,Dettol,,651,0,,,,,,,,
669,Personel Care,Bathing Needs,shower gel,Dove Pure And Sensitive Shower Cream,250ml,,,,270,,,,Dove,,652,0,,,,,,,,
670,Personel Care,Bathing Needs,shower gel,Lux Shower Gel White Impress NLP,220ml,,,,200,,,,LUX,,653,0,,,,,,,,
671,Personel Care,Bathing Needs,shower gel,Lux Shower Gel Soft Touch NLP,220 ml,,,,200,,,,LUX,,654,0,,,,,,,,
672,Personel Care,Bathing Needs,shower gel,Fa Active Sport Shower Gel,250ml,,,,200,,,,Fa,,655,0,,,,,,,,
673,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Dark Temptation,250ml,,,,175,,,,AXE,,656,0,,,,,,,,
674,Personel Care,Bathing Needs,shower gel,Palmolive Aroma Therapy Sensual Shower Gel,500ml,,,,270,,,,Palmolive,,657,0,,,,,,,,
675,Personel Care,Bathing Needs,shower gel,Fa Shower Cream Yogurt Vanilla Honey,250ml,,,,200,,,,Fa,,658,0,,,,,,,,
676,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Mature,250ml,,,,175,,,,AXE,,659,0,,,,,,,,
677,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Sport Blast,250ml,,,,175,,,,AXE,,660,0,,,,,,,,
678,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Marine,250ml,,,,175,,,,AXE,,661,0,,,,,,,,
679,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Gold Temptation_,250ml,,,,175,,,,AXE,,662,0,,,,,,,,
680,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Black Night_,250ml,,,,175,,,,AXE,,663,0,,,,,,,,
681,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Deep Space_,250ml,,,,175,,,,AXE,,664,0,,,,,,,,
682,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Deep Space_,250ml,,,,175,,,,AXE,,665,0,,,,,,,,
683,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Anarchy,250ml,,,,175,,,,AXE,,666,0,,,,,,,,
684,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Anti Hangover,250ml,,,,175,,,,AXE,,667,0,,,,,,,,
685,Personel Care,Bathing Needs,shower gel,Axe Shower Gel Alaska,250ml,,,,175,,,,AXE,,668,0,,,,,,,,
686,Personel Care,Bathing Needs,shower gel,Axe Peace Refreshing Shower Gel,250ml,,,,225,,,,AXE,,669,0,,,,,,,,
687,Personel Care,Bathing Needs,shower gel,Axe Peace Refreshing Shower Gel,250ml,,,,225,,,,AXE,,670,0,,,,,,,,
688,Personel Care,Bathing Needs,shower gel,Axe Apollo Refreshing Shower Gel,250ml,,,,175,,,,AXE,,671,0,,,,,,,,
689,Personel Care,Bathing Needs,shower gel,Axe Africa Refreshing Shower Gel,250ml,,,,175,,,,AXE,,672,0,,,,,,,,
690,Personel Care,Bathing Needs,shower gel,Adidas Victory League Shower Gel,250ml,,,,215,,,,Adidas,,673,0,,,,,,,,
691,Personel Care,Bathing Needs,shower gel,Adidas Team Force Shower Gel_,250ml,,,,175,,,,Adidas,,674,0,,,,,,,,
692,Personel Care,Bathing Needs,shower gel,Adidas Star Edition Hair & Body Shower Gel,250ml,,,,175,,,,Adidas,,675,0,,,,,,,,
693,Personel Care,Bathing Needs,shower gel,Adidas Special Edition Shower Gel_,250ml,,,,175,,,,Adidas,,676,0,,,,,,,,
694,Personel Care,Bathing Needs,shower gel,Adidas Hydra Sport 3 Shower Gel_,250ml,,,,215,,,,Adidas,,677,0,,,,,,,,
695,Personel Care,Bathing Needs,shower gel,Adidas For Women Shower Gel,250ml,,,,215,,,,Adidas,,678,0,,,,,,,,
696,Personel Care,Bathing Needs,shower gel,Adidas Dynamic Pulse Shower Gel,250ml,,,,215,,,,Adidas,,679,0,,,,,,,,
697,Personel Care,Bathing Needs,shower gel,Adidas Ice Dive Hair & Body Shower Gel,250ml,,,,175,,,,Adidas,,680,0,,,,,,,,
698,Personel Care,Bathing Needs,shower gel,Adidas Happy Hair & Body Shower Gel,250ml,,,,215,,,,Adidas,,681,0,,,,,,,,
699,Personel Care,Bathing Needs,shower gel,Adidas Hair Face Shower Gel_,250ml,,,,175,,,,Adidas,,682,0,,,,,,,,
700,Personel Care,Bathing Needs,shower gel,Adidas Extreme Power Hair & Body Shower Gel,250ml,,,,175,,,,Adidas,,683,0,,,,,,,,
701,Personel Care,Bathing Needs,shower gel,Adidas Deep Energy Hair & Body Shower Gel,250ml,,,,175,,,,Adidas,,684,0,,,,,,,,
702,Personel Care,Bathing Needs,Body Wash,Lux Body Wash White Impress For Visibly Fair Skin Imported,220ml,,,,200,,,,LUX,,685,0,,,,,,,,
703,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Magical Spell With Free Lofa,220ml,,,,200,,,,LUX,,686,0,,,,,,,,
704,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Soft Touch With Free Lofa,220 ml,,,,200,,,,LUX,,687,0,,,,,,,,
705,Personel Care,Bathing Needs,Body Wash,Lux Body Wash White Impress With Free Lofa,220ml,,,,200,,,,LUX,,688,0,,,,,,,,
706,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Magical Spell For a Long Lasting Imported,250ml,500ml,,,200,395,,,LUX,,689,1,,,,,,,,
707,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Velvet Touch For Noticeably Smooth Skin Imported,250ml,500 ml,,,200,395,,,LUX,,690,0,,,,,,,,
708,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Soft Touch For Noticeably Smooth Skin Imported,250ml,500ml,,,200,395,,,LUX,,691,0,,,,,,,,
709,Personel Care,Bathing Needs,Body Wash,Lux Body Wash Aqua Sparkle For Invigorated Refreshed Skin Imported,250ml,,,,200,,,,LUX,,692,0,,,,,,,,
710,Personel Care,Women Care,Sanitary Pads,Always Night,6 pads,,,,140,,,,Always,,693,0,,,,,,,,
711,Personel Care,Women Care,Sanitary Pads,Always Ultra Thin Long,16 pads,,,,235,,,,Always,,694,0,,,,,,,,
712,Personel Care,Women Care,Sanitary Pads,Always Maxi Thick Value Pack,16 pads,,,,235,,,,Always,,695,0,,,,,,,,
713,Personel Care,Women Care,Sanitary Pads,Always Diamond Extra Long ,14 pads,,,,285,,,,Always,,696,0,,,,,,,,
714,Personel Care,Women Care,Sanitary Pads,Always Diamond Thin,8 pads,,,,155,,,,Always,,697,1,,,,,,,,
715,Personel Care,Women Care,Sanitary Pads,Always Extra Long Diamond Thin,7 pads,,,,155,,,,Always,,698,0,,,,,,,,
716,Personel Care,Women Care,Sanitary Pads,Always Panty Liner Scented,20 pc,,,,350,,,,Always,,699,0,,,,,,,,
717,Personel Care,Women Care,Sanitary Pads,Always Liner Normal,40 pc,,,,380,,,,Always,,700,0,,,,,,,,
718,Personel Care,Women Care,Sanitary Pads,Always Panty Liner Normal,20 pc,,,,200,,,,Always,,701,0,,,,,,,,
719,Personel Care,Women Care,Sanitary Pads,Always Normal Scented Liner,40 pc,,,,380,,,,Always,,702,0,,,,,,,,
720,Personel Care,Women Care,Sanitary Pads,Always Long Maxi Thick,9 pads,18 pads,,,125,230,,,Always,,703,0,,,,,,,,
721,Personel Care,Women Care,Sanitary Pads,Always Long ,8 pads,,,,125,,,,Always,,704,0,,,,,,,,
722,Personel Care,Women Care,Sanitary Pads,Always Long Diamond Thin,16 pads,,,,270,,,,Always,,705,0,,,,,,,,
723,Personel Care,Women Care,Sanitary Pads,Always Long Diamond Thin box,1 pc,,,,285,,,,Always,,706,0,,,,,,,,
724,Personel Care,Women Care,Sanitary Pads,Always Extra Long ,7 pads,,,,125,,,,Always,,707,0,,,,,,,,
725,Personel Care,Women Care,Sanitary Pads,Always Panty Liners Everyday,16 pads,,,,170,,,,Always,,708,0,,,,,,,,
726,Personel Care,Women Care,Hair Removal,Veet Wax Strips For Normal Skin ,12 pc,,,,260,,,,Veet,,709,0,,,,,,,,
727,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Normal Skin,50 gm,25 gm,100 gm,,170,85,300,,Veet,,710,0,,,,,,,,
728,Personel Care,Women Care,Hair Removal,Veet Wax Strips For Sensitive Skin,12 pc,,,,260,,,,Veet,,711,0,,,,,,,,
729,Personel Care,Women Care,Hair Removal,Veet Dry Skin Hair Removal Lotion,40 gm,80 gm,,,95,180,,,Veet,,712,1,,,,,,,,
730,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Sensitive Skin,50 gm,100 gm,25 gm,,170,300,85,,Veet,,713,0,,,,,,,,
731,Personel Care,Women Care,Hair Removal,Veet Wax Strips For Dry Skin ,12 pc,,,,260,,,,Veet,,714,0,,,,,,,,
732,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Dry Skin,50 gm,25 gm,100 gm,,170,85,300,,Veet,,715,0,,,,,,,,
733,Personel Care,Women Care,Hair Removal,EU Hair Remover Cream,100 ml,75 ml,,,150,120,,,EU,,716,0,,,,,,,,
734,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Brightening Normal,50 gm,25 gm,100 gm,,175,85,350,,Veet,,717,0,,,,,,,,
735,Personel Care,Women Care,Hair Removal,EU Hair Removing Lotion,100 ml,50 ml,,,120,70,,,EU,,718,0,,,,,,,,
736,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Brightening Sensitive,50 gm,25 gm,100 gm,,175,85,350,,Veet,,719,0,,,,,,,,
737,Personel Care,Women Care,Hair Removal,EU Wax Strips Cucumber,10 pc,,,,190,,,,EU,,720,1,,,,,,,,
738,Personel Care,Women Care,Hair Removal,EU Wax Strips Lily,10 pc,,,,190,,,,EU,,721,0,,,,,,,,
739,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Naturals (Normal to Dry),100 gm,,,,330,,,,Veet,,722,0,,,,,,,,
740,Personel Care,Women Care,Hair Removal,Veet Normal Skin Hair Removal Lotion,40 gm,80 gm,,,95,180,,,Veet,,723,1,,,,,,,,
741,Personel Care,Women Care,Hair Removal, EU Wax Strips Chocolate ,10 pc,,,,190,,,,EU,,724,1,,,,,,,,
742,Personel Care,Women Care,Hair Removal,Veet Hair Removal Cream Naturals (Sensitive),100 gm,,,,330,,,,Veet,,725,0,,,,,,,,
743,Personel Care,Women Care,Hair Removal,Care Hair Remover Lotion ,40 ml,100 ml,,,50,70,,,Care,,726,0,,,,,,,,
744,Personel Care,Women Care,Hair Removal,Care Hair Remover Cream,100 gm,,,,150,,,,Care,,727,0,,,,,,,,
745,Personel Care,Shaving Needs,Razor & Blades,Gillette Blue 3 Disposable Razor,1 pc,,,,205,,,,Gillete,,728,0,,,,,,,,
746,Personel Care,Shaving Needs,Razor & Blades,Gillette Blue 3,1 pc,,,,85,,,,Gillete,,729,0,,,,,,,,
747,Personel Care,Shaving Needs,Razor & Blades,Gillette Blue 2 Disposable Razor,1 pc,,,,40,,,,Gillete,,730,0,,,,,,,,
748,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Proglide Manual Razor,1 PC,,,,625,,,,Gillete,,731,0,,,,,,,,
749,Personel Care,Shaving Needs,Razor & Blades,Gillette Vector Razor,1 PC,,,,175,,,,Gillete,,732,0,,,,,,,,
750,Personel Care,Shaving Needs,Razor & Blades,Gillette Blue 2 Plus,1 pc,,,,50,,,,Gillete,,733,0,,,,,,,,
751,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Proglide Power Razor,1 pc,,,,1200,,,,Gillete,,734,0,,,,,,,,
752,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Red Razor,1 pc,,,,230,,,,Gillete,,735,0,,,,,,,,
753,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Power Razor,1 pc,,,,1050,,,,Gillete,,736,0,,,,,,,,
754,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Razor ,1 pc,,,,285,,,,Gillete,,737,0,,,,,,,,
755,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Power Razor ,1 pc,,,,550,,,,Gillete,,738,0,,,,,,,,
756,Personel Care,Shaving Needs,Razor & Blades,Bic Body Razor,1 pc,,,,25,,,,BIC,,739,0,,,,,,,,
757,Personel Care,Shaving Needs,Razor & Blades,Gillette 7 O'Clock Sharp Edge Blades,1 pack,,,,30,,,,Gillete,,740,0,,,,,,,,
758,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Proglide Manual,4 blades,,,,1560,,,,Gillete,,741,0,,,,,,,,
759,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Sensitive Blades,4 blades,,,,900,,,,Gillete,,742,0,,,,,,,,
760,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Sensitive blades,2 blades,,,,540,,,,Gillete,,743,0,,,,,,,,
761,Personel Care,Shaving Needs,Razor & Blades,Gillette 7 O'Clock Super Stainless,1 pack,,,,35,,,,Gillete,,744,0,,,,,,,,
762,Personel Care,Shaving Needs,Razor & Blades,Gillette Fusion Proglide Manual Blades,2 blades,,,,860,,,,Gillete,,745,0,,,,,,,,
763,Personel Care,Shaving Needs,Razor & Blades,Gillette Sensor Excel Cartridges,5's,,,,605,,,,Gillete,,746,0,,,,,,,,
764,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Cart,2's,,,,450,,,,Gillete,,747,0,,,,,,,,
765,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Cart,4's,,,,775,,,,Gillete,,748,0,,,,,,,,
766,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Turbo Cart ,4's,,,,900,,,,Gillete,,749,0,,,,,,,,
767,Personel Care,Shaving Needs,Razor & Blades,Gillette Mach 3 Turbo Cart,2's,,,,540,,,,Gillete,,750,0,,,,,,,,
768,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Foam Menthol,200 ml,,,,180,,,,Gillete,,751,0,,,,,,,,
769,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Foam Lemon & Lime ,200 ml,,,,200,,,,Gillete,,752,0,,,,,,,,
770,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Fusion Proglide Sensitive Gel,200 ml,,,,330,,,,Gillete,,753,0,,,,,,,,
771,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Series Sensitive Skin Gel ,200 ml,,,,250,,,,Gillete,,754,0,,,,,,,,
772,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Foamy Regular Original,300 ml,,,,210,,,,Gillete,,755,0,,,,,,,,
773,Personel Care,Shaving Needs,Shaving Cream & Gel,Touchme Shaving Cream,75 gm,,,,70,,,,Touchme,,756,0,,,,,,,,
774,Personel Care,Shaving Needs,Shaving Cream & Gel,Medicam Shaving Cream ,85 gm,,,,70,,,,Medicam,,757,0,,,,,,,,
775,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Foamy Sensitive Skin ,200 ml,,,,250,,,,Gillete,,758,0,,,,,,,,
776,Personel Care,Shaving Needs,Shaving Cream & Gel,Gillette Series Gel Sensitive,75 ml,,,,160,,,,Gillete,,759,0,,,,,,,,
777,Personel Care,Shaving Needs,After Shave,Gillette Series After Shave Splash Cool Wave,100 ml,,,,275,,,,Gillete,,760,0,,,,,,,,
778,Personel Care,Shaving Needs,After Shave,Adidas After Shave Revitalizing Fresh Impact ,100 ml,,,,385,,,,Adidas,,761,0,,,,,,,,
779,Personel Care,Shaving Needs,After Shave,Adidas After Shave Revitalising Ice Dive,100 ml,,,,385,,,,Adidas,,762,0,,,,,,,,
780,Personel Care,Shaving Needs,After Shave,Adidas After Shave Revitalising Sport Field,100 ml,,,,385,,,,Adidas,,763,0,,,,,,,,
781,Personel Care,Shaving Needs,After Shave,Adidas After Shave Revitalising Team Force,100 ml,,,,385,,,,Adidas,,764,0,,,,,,,,
782,Personel Care,Shaving Needs,After Shave,Axe After Shave Marine,100 ml,,,,285,,,,AXE,,765,0,,,,,,,,
783,Personel Care,Shaving Needs,After Shave,Axe After Shave Peace ,100 ml,,,,285,,,,AXE,,766,0,,,,,,,,
784,Personel Care,Shaving Needs,After Shave,Axe After Shave Excite,100 ml,,,,285,,,,AXE,,767,0,,,,,,,,
785,Personel Care,Shaving Needs,After Shave,Axe After Shave Dark Temptation,100 ml,,,,285,,,,AXE,,768,0,,,,,,,,
786,Personel Care,Shaving Needs,After Shave,Axe After Shave Black,100 ml,,,,285,,,,AXE,,769,0,,,,,,,,
787,Personel Care,Shaving Needs,After Shave,Axe After Shave Apollo ,100 ml,,,,285,,,,AXE,,770,0,,,,,,,,
788,Personel Care,Shaving Needs,After Shave,Axe After Shave Alaska ,100 ml,,,,285,,,,AXE,,771,0,,,,,,,,
789,Personel Care,Fragrances,Men Deodorant,Adidas Pure Game Deodorant Body Spray,150 ml,,,,215,,,,Adidas,,772,0,,,,,,,,
790,Personel Care,Fragrances,Men Deodorant,Adidas Ice Dive Deodorant Body Spray,150 ml,,,,340,,,,Adidas,,773,0,,,,,,,,
791,Personel Care,Fragrances,Men Deodorant,Adidas Deep Energy Body Spray,150 ml,,,,165,,,,Adidas,,774,0,,,,,,,,
792,Personel Care,Fragrances,Men Deodorant,Adidas Dynamic Pulse Deodorant Body Spray,150 ml,,,,165,,,,Adidas,,775,0,,,,,,,,
793,Personel Care,Fragrances,Men Deodorant,Adidas Team Force Body Spray ,150 ml,,,,165,,,,Adidas,,776,0,,,,,,,,
794,Personel Care,Fragrances,Men Deodorant,Adidas Cool & Dry Sport Energy Body Spray.,150 ml,,,,165,,,,Adidas,,777,0,,,,,,,,
795,Personel Care,Fragrances,Men Deodorant,Adidas Dynamin Pulse Body Spray,150 ml,,,,165,,,,Adidas,,778,0,,,,,,,,
796,Personel Care,Fragrances,Men Deodorant,Adidas Ice Dive Body Spray,150 ml,,,,170,,,,Adidas,,779,0,,,,,,,,
797,Personel Care,Fragrances,Men Deodorant,Adidas Extreme Power Body Spray,150 ml,,,,275,,,,Adidas,,780,0,,,,,,,,
798,Personel Care,Fragrances,Men Deodorant,Adidas Fresh Cool & Dry Body Spray,150 ml,,,,340,,,,Adidas,,781,0,,,,,,,,
799,Personel Care,Fragrances,Men Deodorant,Adidas New Deep Energy Body Spray,150 ml,,,,340,,,,Adidas,,782,0,,,,,,,,
800,Personel Care,Fragrances,Men Deodorant,Adidas New Ice Dive Body Spray ,150 ml,,,,340,,,,Adidas,,783,0,,,,,,,,
801,Personel Care,Fragrances,Men Deodorant,Adidas Victory league Body Spray,150 ml,,,,340,,,,Adidas,,784,0,,,,,,,,
802,Personel Care,Fragrances,Men Deodorant,Adidas Get Ready for Him Body Spray,150 ml,,,,215,,,,Adidas,,785,0,,,,,,,,
803,Personel Care,Fragrances,Men Deodorant,Adidas Champions League Body Spray,150 ml,,,,165,,,,Adidas,,786,0,,,,,,,,
804,Personel Care,Fragrances,Men Deodorant,Fogg Marco Black Body Spray,120 ml,,,,325,,,,Fogg,,787,0,,,,,,,,
805,Personel Care,Fragrances,Men Deodorant,Fogg Royal Blue Body Spray ,120 ml,,,,325,,,,Fogg,,788,0,,,,,,,,
806,Personel Care,Fragrances,Men Deodorant,Fogg Napoleon Red Body Spray,120 ml,,,,325,,,,Fogg,,789,0,,,,,,,,
807,Personel Care,Fragrances,Men Deodorant,Axe Alaska Body Spray,150 ml,,,,175,,,,AXE,,790,0,,,,,,,,
808,Personel Care,Fragrances,Men Deodorant,Axe Sport Blast Body Spray,150 ml,,,,175,,,,AXE,,791,0,,,,,,,,
809,Personel Care,Fragrances,Men Deodorant,Axe Marine Body Spray ,150 ml,,,,175,,,,AXE,,792,0,,,,,,,,
810,Personel Care,Fragrances,Men Deodorant,Axe Twist It Peace Body Spray,150 ml,,,,175,,,,AXE,,793,0,,,,,,,,
811,Personel Care,Fragrances,Men Deodorant,Axe Excite Dry Body Spray,150 ml,,,,175,,,,AXE,,794,0,,,,,,,,
812,Personel Care,Fragrances,Men Deodorant,Axe New Apollo Dry Body Spray,150 ml,,,,175,,,,AXE,,795,0,,,,,,,,
813,Personel Care,Fragrances,Men Deodorant,Axe Dry Dark Temptation Body Spray,150 ml,,,,210,,,,AXE,,796,0,,,,,,,,
814,Personel Care,Fragrances,Men Deodorant,Axe Musk Body Spray,150 ml,,,,175,,,,AXE,,797,0,,,,,,,,
815,Personel Care,Fragrances,Men Deodorant,Axe Anti-Hangover Body Spray,150 ml,,,,175,,,,AXE,,798,0,,,,,,,,
816,Personel Care,Fragrances,Men Deodorant,Axe Anarchy Body Spray,150 ml,,,,175,,,,AXE,,799,0,,,,,,,,
817,Personel Care,Fragrances,Women Deodorant,She Is Sexy Women Body Spray ,150 ml,,,,165,,,,She,,800,0,,,,,,,,
818,Personel Care,Fragrances,Women Deodorant,She Is Fun Women Body Spray,150 ml,,,,165,,,,She,,801,0,,,,,,,,
819,Personel Care,Fragrances,Women Deodorant,She Is a Clubber Women Body Spray,150 ml,,,,165,,,,She,,802,0,,,,,,,,
820,Personel Care,Fragrances,Women Deodorant,She Is Sweet Women Body Spray ,150 ml,,,,165,,,,She,,803,0,,,,,,,,
821,Personel Care,Fragrances,Women Deodorant,Dove Original Roll On,50 ml,,,,150,,,,Dove,,804,0,,,,,,,,
822,Personel Care,Fragrances,Women Deodorant,Dove Invisible Dry Roll On,50 ml,,,,150,,,,Dove,,805,0,,,,,,,,
823,Personel Care,Fragrances,Women Deodorant,Dove Go Fresh Roll On,50 ml,,,,150,,,,Dove,,806,0,,,,,,,,
824,Personel Care,Fragrances,Women Deodorant,Adidas Fruity Rhythm Body Spray,150 ml,,,,215,,,,Adidas,,807,0,,,,,,,,
825,Personel Care,Fragrances,Women Deodorant,Adidas Floral Dream Deodorant,150 ml,,,,250,,,,Adidas,,808,0,,,,,,,,
826,Personel Care,Fragrances,Women Deodorant,Adidas Natural Vitality Deodorant,150 ml,,,,215,,,,Adidas,,809,0,,,,,,,,
827,Personel Care,Fragrances,Women Deodorant,She Is Cool Women Body Spray,150 ml,,,,165,,,,She,,810,0,,,,,,,,
828,Household Care,Cleaning,Dish washing,Lemon Max Dish Wash Bar,190 gm,95 gm,345 gm,285 gm x 2,22,12,40,60,Lemon Max,,811,0,,,,,,,,
