picCode,Category,Sub1,Sub2,ProductName,Q1,Q2,Q3,Q4,P1,P2,P3,P4,brands,brand_image,excel_id,,t1,t2,t3,t4,u1,u2,u3,u4
1373,Beverages,Drinks,Enegry Drinks,Gatorade Blue Bolt,500 ml,,,,130,,,,Gatorade,,1350,,,,,,,,,
1374,Beverages,Drinks,Enegry Drinks,Gatorade Pink Lemonade,500 ml,,,,130,,,,Gatorade,,1351,,,,,,,,,
1375,Beverages,Drinks,Enegry Drinks,Gatorade White Lightning,500 ml,,,,130,,,,Gatorade,,1352,,,,,,,,,
1376,Beverages,Drinks,Enegry Drinks,Gatorade Cool Blue,900 ml,,,,265,,,,Gatorade,,1353,,,,,,,,,
1377,Beverages,Drinks,Enegry Drinks,Monster Energy Drink Ultra Sunrise,500 ml,,,,185,,,,Monster,,1354,,,,,,,,,
1378,Beverages,Drinks,Enegry Drinks,Monster Coffee Energy Drink,285 ml,,,,120,,,,Monster,,1355,,,,,,,,,
1379,Beverages,Drinks,Enegry Drinks,Monster Khaos Energy Juice,500 ml,,,,220,,,,Monster,,1356,,,,,,,,,
1380,Beverages,Drinks,Enegry Drinks,Monster Energy Drink Absolutely Zero Sugar,500 ml,,,,185,,,,Monster,,1357,,,,,,,,,
1381,Beverages,Drinks,Enegry Drinks,Monster Ripper Energy Juice,500 ml,,,,220,,,,Monster,,1358,,,,,,,,,
1382,Beverages,Drinks,Enegry Drinks,Monster Assault Energy Drink,500 ml,,,,185,,,,Monster,,1359,,,,,,,,,
1383,Beverages,Drinks,Enegry Drinks,Monster Doctor Energy Drink,500 ml,,,,220,,,,Monster,,1360,,,,,,,,,
1384,Beverages,Drinks,Enegry Drinks,Monster Zero Calories,500 ml,,,,185,,,,Monster,,1361,,,,,,,,,
1385,Beverages,Drinks,Enegry Drinks,Monster Ultra Red ,500 ml,,,,185,,,,Monster,,1362,,,,,,,,,
1386,Beverages,Drinks,Enegry Drinks,Little Big shot Energy Mix Berry,250 ml,,,,70,,,,Little Big Shoy,,1363,,,,,,,,,
1387,Beverages,Drinks,Enegry Drinks,Little Big Shot Energy Apple,250 ml,,,,70,,,,Little Big Shoy,,1364,,,,,,,,,
1388,Beverages,Drinks,Enegry Drinks,Lucozade Energy Drink Orange,330 ml,1 ltr,,,85,245,,,Lucozade,,1365,,,,,,,,,
1389,Beverages,Drinks,Enegry Drinks,Lucozade Energy Original Drink,750 ml,1 ltr,330 ml,,195,245,85,,Lucozade,,1366,,,,,,,,,
1390,Beverages,Drinks,Enegry Drinks,Boost Energy Drink,250 ml,,,,110,,,,Boost,,1367,,,,,,,,,
1391,Beverages,Drinks,Enegry Drinks,Boost Original,250 ml,,,,110,,,,Boost,,1368,,,,,,,,,
1392,Beverages,Drinks,Enegry Drinks,Boost Energy Drink Sugar Free,250 ml,,,,110,,,,Boost,,1369,,,,,,,,,
1393,Beverages,Drinks,Enegry Drinks,Mad Croc Energy Drink,500 ml,,,,195,,,,Mad Croc,,1370,,,,,,,,,
1394,Beverages,Drinks,Enegry Drinks,Mad Croc Energy Drink Coffeine,250 ml,,,,95,,,,Mad Croc,,1371,,,,,,,,,
1395,Beverages,Drinks,Enegry Drinks,Mad Croc Green Apple,250 ml,,,,95,,,,Mad Croc,,1372,,,,,,,,,
1396,Beverages,Drinks,Enegry Drinks,Mad Croc Orange,250 ml,,,,95,,,,Mad Croc,,1373,,,,,,,,,
1397,Beverages,Drinks,Enegry Drinks,Mad Croc Peach,250 ml,,,,95,,,,Mad Croc,,1374,,,,,,,,,
1398,Beverages,Drinks,Juices,Rubicon Mango Juice,1 ltr,500 ml,,,215,185,,,Rubicon,,1375,,,,,,,,,
1399,Beverages,Drinks,Juices,Rubicon Guava Juice,1 ltr,500 ml,,,215,185,,,Rubicon,,1376,,,,,,,,,
1400,Beverages,Drinks,Juices,Rubicon Pomegranate Juice,1 ltr,,,,215,,,,Rubicon,,1377,,,,,,,,,
1401,Beverages,Drinks,Juices,Pure Heaven Red Grape Juice,750 ml,,,,295,,,,Pure Heaven,,1378,,,,,,,,,
1402,Beverages,Drinks,Juices,Pure Heaven White Grape Juice,750 ml,,,,345,,,,Pure Heaven,,1379,,,,,,,,,
1403,Beverages,Drinks,Juices,Pure Heaven White Grape with Peach Juice,750 ml,,,,345,,,,Pure Heaven,,1380,,,,,,,,,
1404,Beverages,Drinks,Juices,Pure Heaven White Grape with Mango Juice,750 ml,,,,345,,,,Pure Heaven,,1381,,,,,,,,,
1405,Beverages,Drinks,Juices,Pure Heaven Sparkling Apple,750 ml,,,,345,,,,Pure Heaven,,1382,,,,,,,,,
1406,Beverages,Drinks,Juices,Pure Heaven White Grape with Strawberry Juice,750 ml,,,,345,,,,Pure Heaven,,1383,,,,,,,,,
1407,Beverages,Drinks,Juices,Chamdor Sparkling Grape Juice,750 ml,,,,475,,,,Chamdor,,1384,,,,,,,,,
1408,Beverages,Drinks,Juices,Chamdor Sparkling Grape Peach Juice,750 ml,,,,475,,,,Chamdor,,1385,,,,,,,,,
1409,Beverages,Drinks,Juices,Rani Orange Tin Juice,240 ml,,,,50,,,,Rani,,1386,,,,,,,,,
1410,Beverages,Drinks,Juices,Rani Mango Fruit Juice,200 ml,,,,70,,,,Rani,,1387,,,,,,,,,
1411,Beverages,Drinks,Juices,Rani Banana Fruit Juice,200 ml,,,,70,,,,Rani,,1388,,,,,,,,,
1412,Beverages,Drinks,Juices,Rani Apple Fruit Juice,200 ml,,,,70,,,,Rani,,1389,,,,,,,,,
1413,Beverages,Drinks,Juices,Rani Peach Tin Juice,240 ml,,,,50,,,,Rani,,1390,,,,,,,,,
1414,Beverages,Drinks,Juices,Rani Pineaple Juice,240 ml,,,,50,,,,Rani,,1391,,,,,,,,,
1415,Beverages,Drinks,Juices,Rani Cocktail Juice,240 ml,,,,60,,,,Rani,,1392,,,,,,,,,
1416,Beverages,Drinks,Juices,Rani Banana Fruit Juice,240 ml,,,,60,,,,Rani,,1393,,,,,,,,,
1417,Beverages,Drinks,Juices,Rani Cocktail Fruit Juice,200 ml,,,,70,,,,Rani,,1394,,,,,,,,,
1418,Beverages,Drinks,Juices,Rani Guava Fruit Juice,200 ml,,,,70,,,,Rani,,1395,,,,,,,,,
1419,Beverages,Drinks,Juices,Rani Grape Fruit Juice,240 ml,,,,50,,,,Rani,,1396,,,,,,,,,
1420,Beverages,Drinks,Juices,Masafi Mango Juice,1 ltr,,,,250,,,,Masafi,,1397,,,,,,,,,
1421,Beverages,Drinks,Juices,Masafi Apple Juice,1 ltr,,,,230,,,,Masafi,,1398,,,,,,,,,
1422,Beverages,Drinks,Juices,Masafi Tropical Juice,1 ltr,,,,230,,,,Masafi,,1399,,,,,,,,,
1423,Beverages,Drinks,Juices,Masafi Citrus Juice,1 ltr,,,,230,,,,Masafi,,1400,,,,,,,,,
1424,Beverages,Drinks,Juices,Masafi Melon Juice,1 ltr,,,,230,,,,Masafi,,1401,,,,,,,,,
1425,Beverages,Drinks,Juices,Masafi Pomegranate Nectar Juice,1 ltr,,,,260,,,,Masafi,,1402,,,,,,,,,
1426,Beverages,Drinks,Juices,Lacnor Orange Juice,1 ltr,180 ml,,,225,55,,,Lacnor,,1403,,,,,,,,,
1427,Beverages,Drinks,Juices,Lacnor Fruit Cocktail Necter Juice,1 ltr,,,,225,,,,Lacnor,,1404,,,,,,,,,
1428,Beverages,Drinks,Juices,Lacnor Pineaple Juice,1 ltr,,,,225,,,,Lacnor,,1405,,,,,,,,,
1429,Beverages,Drinks,Juices,Lacnor Tomato Juice,1 ltr,,,,165,,,,Lacnor,,1406,,,,,,,,,
1430,Beverages,Drinks,Juices,Lacnor Apple Juice,1 ltr,180 ml,,,225,55,,,Lacnor,,1407,,,,,,,,,
1431,Beverages,Drinks,Juices,Lacnor Mango Juice,1 ltr,,,,225,,,,Lacnor,,1408,,,,,,,,,
1432,Beverages,Drinks,Juices,Lacnor Guava Nectar Juice,1 ltr,,,,225,,,,Lacnor,,1409,,,,,,,,,
1433,Beverages,Drinks,Juices,Lacnor Peach Nectar Juice,1 ltr,,,,165,,,,Lacnor,,1410,,,,,,,,,
1434,Beverages,Drinks,Juices,Lacnor Mixed Berries Juice,1 ltr,,,,225,,,,Lacnor,,1411,,,,,,,,,
1435,Beverages,Drinks,Juices,Lacnor Orange Carrot Nectar Juice,1 ltr,,,,225,,,,Lacnor,,1412,,,,,,,,,
1436,Beverages,Drinks,Juices,Lacnor Apple Beetroot Juice,1 ltr,,,,325,,,,Lacnor,,1413,,,,,,,,,
1437,Beverages,Drinks,Juices,Friss Mango Juice ,500 ml,250 ml,1 ltr,,60,30,100,,Friss,,1414,,,,,,,,,
1438,Beverages,Drinks,Juices,American Garden Lemon Juice,32 oz,,,,390,,,,American Garden,,1415,,,,,,,,,
1439,Beverages,Drinks,Juices,American Garden Coconut Juice With Pulp,300 ml,,,,100,,,,American Garden,,1416,,,,,,,,,
1440,Beverages,Drinks,Juices,Nestle Fruita Vital Orange Fruit Nectar  Juice,1 ltr,,,,220,,,,Nestle,,1417,,,,,,,,,
1441,Beverages,Drinks,Juices,Shezan Twist Mango Strawberry  Juice,250 ml,,,,25,,,,Shezan,,1418,,,,,,,,,
1442,Beverages,Drinks,Juices,Shezan Twist Rasberry  Juice,250 ml,,,,25,,,,Shezan,,1419,,,,,,,,,
1443,Beverages,Drinks,Juices,Shezan Pinaple Juice,250 ml,,,,25,,,,Shezan,,1420,,,,,,,,,
1444,Beverages,Drinks,Juices,Shezan Twist Mango Juice,250 ml,,,,25,,,,Shezan,,1421,,,,,,,,,
1445,Beverages,Drinks,Juices,Shezan Twist Punch Fruit Juice,250 ml,,,,25,,,,Shezan,,1422,,,,,,,,,
1446,Beverages,Drinks,Juices,Shezan All Pure Apple Juice,1 ltr,250 ml,,,120,30,,,Shezan,,1423,,,,,,,,,
1447,Beverages,Drinks,Juices,Shezan All Pure Orange Juice,1 ltr,250 ml,,,120,30,,,Shezan,,1424,,,,,,,,,
1448,Beverages,Drinks,Juices,Shezan All Pure Pineaple Juice,1 ltr,,,,135,,,,Shezan,,1425,,,,,,,,,
1449,Beverages,Drinks,Juices,Slice Orange Juice,200 ml,,,,20,,,,Slice,,1426,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Mango Orange Strawberry Juice,500 ml,,,,60,,,,Fresher,,1427,,,,,,,,,
1451,Beverages,Drinks,Juices,Fresher Mango Nectar Juice,1 ltr,,,,100,,,,Fresher,,1428,,,,,,,,,
1452,Beverages,Drinks,Juices,Fresher Guava Nectar Juice,1 ltr,500 ml,,,100,60,,,Fresher,,1429,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Red Grape Nectar Juice,500 ml,,,,60,,,,Fresher,,1430,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Apple Nectar Juice,500 ml,,,,60,,,,Fresher,,1431,,,,,,,,,
1455,Beverages,Drinks,Juices,Fresher Strawberry Juice,500 ml,,,,60,,,,Fresher,,1432,,,,,,,,,
1456,Beverages,Drinks,Juices,Fresher Falsa Juice,500 ml,1 ltr,,,60,100,,,Fresher,,1433,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Orange Juice,500 ml,1 ltr,,,60,100,,,Fresher,,1434,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Peach Juice,500 ml,,,,60,,,,Fresher,,1435,,,,,,,,,
1452,Beverages,Drinks,Juices,Fresher Guava Juice,1 ltr,,,,100,,,,Fresher,,1436,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Peach Nectar Juice,1 ltr,,,,100,,,,Fresher,,1437,,,,,,,,,
0,Beverages,Drinks,Juices,Fresher Pomegranate Nectar Juice,500 ml,,,,80,,,,Fresher,,1438,,,,,,,,,
1462,Beverages,Drinks,Juices,Shezan Twist Mango Banana Juice,250 ml,,,,25,,,,Shezan,,1439,,,,,,,,,
1463,Beverages,Drinks,Juices,Shezan All Pure Mango Nectar Juice,250 ml,,,,30,,,,Shezan,,1440,,,,,,,,,
1464,Beverages,Drinks,Juices,Shezan All Pure Peach Juice,250 ml,,,,30,,,,Shezan,,1441,,,,,,,,,
1465,Beverages,Drinks,Juices,Shezan All Pure Strawberry Nectar Juice,250 ml,,,,30,,,,Shezan,,1442,,,,,,,,,
1466,Beverages,Drinks,Juices,Shezan All Pure Strawberry Juice,1 ltr,,,,120,,,,Shezan,,1443,,,,,,,,,
1467,Beverages,Drinks,Juices,Shezan All Pure Guava Juice,1 ltr,250 ml,,,135,30,,,Shezan,,1444,,,,,,,,,
1468,Beverages,Drinks,Juices,Shezan All Pure Pomegranate Nectar Juice,1 ltr,250 ml,,,135,30,,,Shezan,,1445,,,,,,,,,
1469,Beverages,Drinks,Juices,Friss Orrange Juice ,250 ml,500 ml ,1 ltr,2 ltr,30,60,100,190,Friss,,1446,,,,,,,,,
1470,Beverages,Drinks,Juices,Friss Lychee Juice ,250 ml,500 ml,,,30,60,,,Friss,,1447,,,,,,,,,
1471,Beverages,Drinks,Juices,Friss Guava Juice ,250 ml,1 ltr,,,30,100,,,Friss,,1448,,,,,,,,,
1472,Beverages,Drinks,Juices,Friss Apple Juice,250 ml,500 ml,1 ltr,2 ltr,30,60,100,190,Friss,,1449,,,,,,,,,
1473,Beverages,Drinks,Juices,Friss Lychee Juice,1 ltr,250 ml,500 ml,,100,30,60,,Friss,,1450,,,,,,,,,
1474,Beverages,Drinks,Juices,Friss Peach Juice,500 ml,1 ltr,,,60,100,,,Friss,,1451,,,,,,,,,
1475,Beverages,Drinks,Juices,Friss Mango Juice,500 ml,250 ml,1 ltr,2 ltr,60,30,100,190,Friss,,1452,,,,,,,,,
1476,Beverages,Drinks,Juices,Nestle Fruita Vital Pineaple Fruit Nectar,200 ml,1 ltr,,,30,150,,,Nestle,,1453,,,,,,,,,
1477,Beverages,Drinks,Juices,Nestle Nesfruta Mango Fruit Drink,1 ltr,200 ml,,,100,20,,,Nestle,,1454,,,,,,,,,
1478,Beverages,Drinks,Juices,Nestle Pomegranate Nectar Juice,1 ltr,,,,220,,,,Nestle,,1455,,,,,,,,,
1479,Beverages,Drinks,Soft Drink,7up Lemonade,500 ml,1.5 ltr,,,45,85,,,Pepsi,,1456,,,,,,,,,
1480,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Apple,300 ml,500 ml,1.5 ltr,,30,45,85,,Murree Brewery,,1457,,,,,,,,,
1481,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Peach,300 ml,500 ml,,,30,45,,,Murree Brewery,,1458,,,,,,,,,
1482,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Lychee,300 ml,1.5 ltr,,,30,85,,,Murree Brewery,,1459,,,,,,,,,
1483,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Ice Soda,300 ml,1.5 ltr,,,30,85,,,Murree Brewery,,1460,,,,,,,,,
1484,Beverages,Drinks,Soft Drink,Murree Brewery Lemon Malt,500 ml,250 ml,,,60,30,,,Murree Brewery,,1461,,,,,,,,,
1485,Beverages,Drinks,Soft Drink,Murree Brewery Lychee Malt,250 ml,,,,30,,,,Murree Brewery,,1462,,,,,,,,,
1486,Beverages,Drinks,Soft Drink,Murree BreweryPeach Malt,330 ml,,,,40,,,,Murree Brewery,,1463,,,,,,,,,
1487,Beverages,Drinks,Soft Drink,Murree Brewery Pineapple Malt,250 ml,,,,30,,,,Murree Brewery,,1464,,,,,,,,,
1488,Beverages,Drinks,Soft Drink,Murree Brewery Malt 79 Non Alcoholic,250 ml,500 ml,,,30,60,,,Murree Brewery,,1465,,,,,,,,,
1489,Beverages,Drinks,Soft Drink,Murree Brewery Strawberry Malt,250 ml,,,,30,,,,Murree Brewery,,1466,,,,,,,,,
1490,Beverages,Drinks,Soft Drink,Murree Brewery Malt 79 Can,330 ml,,,,50,,,,Murree Brewery,,1467,,,,,,,,,
0,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Annar,1.5 ltr,,,,85,,,,Murree Brewery,,1468,,,,,,,,,
1492,Beverages,Drinks,Soft Drink,Murree Brewery Bigg Apple Can,330 ml,,,,50,,,,Murree Brewery,,1469,,,,,,,,,
1493,Beverages,Drinks,Soft Drink,Murree Brewery Lemon Malt Can,330 ml,,,,50,,,,Murree Brewery,,1470,,,,,,,,,
1494,Beverages,Drinks,Soft Drink,Vimto Fizzy Tin,330 ml,,,,80,,,,Vimto,,1471,,,,,,,,,
1495,Beverages,Drinks,Soft Drink,Vimto Fizzy Zero Tin,330 ml,,,,80,,,,Vimto,,1472,,,,,,,,,
1496,Beverages,Drinks,Soft Drink,Vimto Fizzy,330 ml,500 ml,,,60,,,,Vimto,,1473,,,,,,,,,
1497,Beverages,Drinks,Soft Drink,Burg Classic Drink,330 ml,,,,100,,,,Burg,,1474,,,,,,,,,
1498,Beverages,Drinks,Soft Drink,Burg Apple Drink,330 ml,,,,100,,,,Burg,,1475,,,,,,,,,
1499,Beverages,Drinks,Soft Drink,Bur Strawberry Drink,330 ml,,,,100,,,,Burg,,1476,,,,,,,,,
1500,Beverages,Drinks,Soft Drink,Burg Lemon Mint Drink,330 ml,,,,100,,,,Burg,,1477,,,,,,,,,
1501,Beverages,Drinks,Soft Drink,Mood Regular Drink,330 ml,,,,95,,,,Mood,,1478,,,,,,,,,
1502,Beverages,Drinks,Soft Drink,Mood Strawberry Drink,330 ml,,,,95,,,,Mood,,1479,,,,,,,,,
1503,Beverages,Drinks,Soft Drink,Mood Apple Drink,330 ml,,,,95,,,,Mood,,1480,,,,,,,,,
1504,Beverages,Drinks,Soft Drink,Mood Lemon Drik,330 ml,,,,95,,,,Mood,,1481,,,,,,,,,
1505,Beverages,Drinks,Soft Drink,Mood PineDrinkapple ,330 ml,,,,95,,,,Mood,,1482,,,,,,,,,
1506,Beverages,Drinks,Soft Drink,Barbican Malt ,330 ml,,,,95,,,,Barbican,,1483,,,,,,,,,
1507,Beverages,Drinks,Soft Drink,Barbican Lemon ,330 ml,,,,95,,,,Barbican,,1484,,,,,,,,,
1508,Beverages,Drinks,Soft Drink,Barbican Rasberry,330 ml,,,,95,,,,Barbican,,1485,,,,,,,,,
1509,Beverages,Drinks,Soft Drink,Barbican Aplle,330 ml,,,,95,,,,Barbican,,1486,,,,,,,,,
1510,Beverages,Drinks,Soft Drink,Barbican Pineapple,330 ml,,,,95,,,,Barbican,,1487,,,,,,,,,
1511,Beverages,Drinks,Soft Drink,FREEZ LEMON SOFT DRINKS,330 ml,,,,135,,,,Freez,,1488,,,,,,,,,
1512,Beverages,Drinks,Soft Drink,Freez Miami Blue,330 ml,,,,135,,,,Freez,,1489,,,,,,,,,
1513,Beverages,Drinks,Soft Drink,Freez Mango,330 ml,,,,135,,,,Freez,,1490,,,,,,,,,
1514,Beverages,Drinks,Soft Drink,Freez Strawberry,330 ml,,,,135,,,,Freez,,1491,,,,,,,,,
1515,Beverages,Drinks,Soft Drink,Bavaria Regular Malt Drink,500 ml,330 ml,,,110,80,,,Bavaria,,1492,,,,,,,,,
1516,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Honey,300 ml,,,,100,,,,Jus Cool,,1493,,,,,,,,,
1517,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Orange,300 ml,,,,100,,,,Jus Cool,,1494,,,,,,,,,
1518,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Apple,300 ml,,,,100,,,,Jus Cool,,1495,,,,,,,,,
1519,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Lychee,300 ml,,,,100,,,,Jus Cool,,1496,,,,,,,,,
1520,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Mango,300 ml,,,,100,,,,Jus Cool,,1497,,,,,,,,,
1521,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Peach,300 ml,,,,100,,,,Jus Cool,,1498,,,,,,,,,
1522,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Pomegranate,300 ml,,,,100,,,,Jus Cool,,1499,,,,,,,,,
1523,Beverages,Drinks,Soft Drink,Jus Cool Basil Seed Drink with Strawberry,300 ml,,,,100,,,,Jus Cool,,1500,,,,,,,,,
0,Beverages,Drinks, Nutritional Drinks,Nurpur Badam Zafrani Milk,200 ml,,,,25,,,,Nurpur,,1501,,,,,,,,,
1525,Beverages,Drinks, Nutritional Drinks,Horlicks Original,200 gm,500 gm,,,210,450,,,Horlicks,,1502,,,,,,,,,
1526,Beverages,Drinks, Nutritional Drinks,Horlicks Junior,500 gm,,,,620,,,,Horlicks,,1503,,,,,,,,,
1527,Beverages,Drinks, Nutritional Drinks,Horlicks Women,400 gm,,,,490,,,,Horlicks,,1504,,,,,,,,,
1528,Beverages,Drinks, Nutritional Drinks,Horlicks Women Caramel Flavour,400 gm,,,,490,,,,Horlicks,,1505,,,,,,,,,
1529,Beverages,Drinks, Nutritional Drinks,Horlicks Junior Nutrition,150 gm,,,,215,,,,Horlicks,,1506,,,,,,,,,
1530,Beverages,Drinks, Nutritional Drinks,Horlicks Junior Vanilla,300 gm,,,,430,,,,Horlicks,,1507,,,,,,,,,
1531,Beverages,Drinks, Nutritional Drinks,Horlicks Light Chocolate,200 gm,,,,310,,,,Horlicks,,1508,,,,,,,,,
1532,Beverages,Drinks, Nutritional Drinks,Horlicks Traditional,200 gm,,,,250,,,,Horlicks,,1509,,,,,,,,,
1533,Beverages,Drinks, Nutritional Drinks,Horlicks Chocolate Proven,500 gm,,,,450,,,,Horlicks,,1510,,,,,,,,,
1534,Beverages,Drinks, Nutritional Drinks,Complan Badam Milk,200 gm,,,,250,,,,Complan,,1511,,,,,,,,,
1535,Beverages,Drinks, Nutritional Drinks,Complan D Plus Original,400 gm,325 gm,,,175,125,,,Complan,,1512,,,,,,,,,
1536,Beverages,Drinks, Nutritional Drinks,Complan D Plus Taza Limu,300 gm,,,,125,,,,Complan,,1513,,,,,,,,,
1537,Beverages,Drinks, Nutritional Drinks,Heinz Complan Vanilla,200 gm,400 gm,,,225,450,,,Complan,,1514,,,,,,,,,
1538,Beverages,Drinks, Nutritional Drinks,Complan Pista Badam,200 gm,,,,300,,,,Complan,,1515,,,,,,,,,
1539,Beverages,Drinks, Nutritional Drinks,Complan Natural,400 gm,,,,995,,,,Complan,,1516,,,,,,,,,
1540,Beverages,Drinks, Nutritional Drinks,Complan Nutrigro Chocolate,400 gm,,,,850,,,,Complan,,1517,,,,,,,,,
1541,Beverages,Drinks, Nutritional Drinks,Complan Nutrigro Badam Kheer,400 gm,,,,850,,,,Complan,,1518,,,,,,,,,
1542,Beverages,Drinks, Nutritional Drinks,Complan Memory Real Badam,200 gm,,,,330,,,,Complan,,1519,,,,,,,,,
1543,Beverages,Drinks, Nutritional Drinks,Complan Kesar Badam,200 gm,,,,300,,,,Complan,,1520,,,,,,,,,
1544,Beverages,Drinks, Nutritional Drinks,Cadbury Bournvita 5 Star Magic,500 gm,,,,580,,,,Cadbury,,1521,,,,,,,,,
1545,Beverages,Drinks, Nutritional Drinks,Cadbury Bournvita Lil Champs,200 gm,,,,350,,,,Cadbury,,1522,,,,,,,,,
1546,Beverages,Drinks, Nutritional Drinks,Ovaltine All in One,260 gm,,,,230,,,,Ovaltine,,1523,,,,,,,,,
1547,Beverages,Drinks, Nutritional Drinks,Ovaltine Active Powdered Choco Malt Drink,840 gm,,,,720,,,,Ovaltine,,1524,,,,,,,,,
1548,Beverages,Drinks, Nutritional Drinks,Ovaltine Rich Chocholate,340 gm,,,,625,,,,Ovaltine,,1525,,,,,,,,,
1549,Beverages,Drinks, Nutritional Drinks,Ovaltine Complete Nutrition,200 gm,400 gm,,,230,425,,,Ovaltine,,1526,,,,,,,,,
1550,Beverages,Drinks, Nutritional Drinks,Ovaltine Malted Milk,200 gm,400 gm,,,245,360,,,Ovaltine,,1527,,,,,,,,,
1551,Beverages,Drinks, Nutritional Drinks,Ovaltine Drinking Chocolate,300 gm,,,,350,,,,Ovaltine,,1528,,,,,,,,,
1552,Beverages,Drinks, Nutritional Drinks,Ovaltine Complete Nutrition Jar,100 gm,400 gm,,,185,385,,,Ovaltine,,1529,,,,,,,,,
1553,Beverages,Drinks, Nutritional Drinks,Ovaltine Energy Complete,385 gm,,,,400,,,,Ovaltine,,1530,,,,,,,,,
1554,Beverages,Coffee,Nescafe,Nescafe Coffee Cream,200 ml,,,,70,,,,Nescafe,,1531,,,,,,,,,
1555,Beverages,Coffee,Landessa,Landessa Ice Coffee Caffe Latte,230 ml,,,,185,,,,Landessa,,1532,,,,,,,,,
1556,Beverages,Coffee,Landessa,Landessa Ice Coffee Cappuccino,230 ml,,,,185,,,,Landessa,,1533,,,,,,,,,
1557,Beverages,Coffee,Landessa,Landessa Ice Coffee Vanilla,230 ml,,,,185,,,,Landessa,,1534,,,,,,,,,
1558,Beverages,Coffee,Nescafe,Nescafe Mocha Coffee Drink,240 ml,,,,100,,,,Nescafe,,1535,,,,,,,,,
1559,Beverages,Coffee,Nestle,Nestle Coffee Mate Original,170 gm,100 gm,,,310,150,,,Nestle,,1536,,,,,,,,,
1560,Beverages,Coffee,Davidoff,Davidoff Coffee,100 gm,,,,545,,,,Davidoff,,1537,,,,,,,,,
1561,Beverages,Coffee,Davidoff,Davidoff Caf_,100 gm,,,,595,,,,Davidoff,,1538,,,,,,,,,
1562,Beverages,Coffee,Davidoff,Davidoff Coffee Gold,100 gm,,,,545,,,,Davidoff,,1539,,,,,,,,,
1563,Beverages,Coffee,Davidoff,Davidoff Caf_ Fine Aroma,100 gm,,,,575,,,,Davidoff,,1540,,,,,,,,,
1564,Beverages,Coffee,Hintz,Hintz Cappuccino Classico Coffee,12.5 gm,,,,30,,,,Hintz,,1541,,,,,,,,,
1565,Beverages,Coffee,Hintz,Hintz Cappuccino Italiano,12.5 gm,,,,30,,,,Hintz,,1542,,,,,,,,,
1566,Beverages,Coffee,kraft,kraft Maxwell House Coffee,200 gm,,,,575,,,,kraft,,1543,,,,,,,,,
1567,Beverages,Coffee,Red Mountain,Red Mountain Medium Roast Coffee,95 gm,,,,320,,,,Red Mountain,,1544,,,,,,,,,
1568,Beverages,Coffee,Bon Aroma,Bon Aroma Classic Instant Coffee,200 gm,,,,550,,,,Bon Aroma,,1545,,,,,,,,,
1569,Beverages,Coffee,Bon Aroma,Bon Aroma Classic ,100 gm,50  gm,,,325,175,,,Bon Aroma,,1546,,,,,,,,,
1570,Beverages,Coffee,Bon Aroma,Bon Aroma Gold Coffee,100 gm,50 gm,,,550,280,,,Bon Aroma,,1547,,,,,,,,,
1571,Beverages,Coffee,Nescafe,Nescafe Gold Soluable Coffee,100 gm,,,,550,,,,Nescafe,,1548,,,,,,,,,
1572,Beverages,Coffee,Nescafe,Nescafe Gold Natural Coffee,200 gm,,,,1150,,,,Nescafe,,1549,,,,,,,,,
1573,Beverages,Coffee,Nescafe,Nescafe Classic Natural,50 gm,,,,260,,,,Nescafe,,1550,,,,,,,,,
1574,Beverages,Coffee,Nestle,Nestle Coffee Mate Coffee Creamer,400 gm,,,,365,,,,Nestle,,1551,,,,,,,,,
1575,Beverages,Coffee,Nescafe,Nescafe Red Cup Coffee Imp,100 gm,,,,400,,,,Nescafe,,1552,,,,,,,,,
1576,Beverages,Coffee,Nescafe,Nescafe Latte Tin,180 ml,,,,80,,,,Nescafe,,1553,,,,,,,,,
1577,Beverages,Coffee,Nestle,Nestle Coffee Mate Low Fat,180 gm,,,,210,,,,Nestle,,1554,,,,,,,,,
1578,Beverages,Coffee,Moccona,Moccona Classic Blend Select Coffee,50 gm,,,,300,,,,Moccona,,1555,,,,,,,,,
1579,Beverages,Coffee,Moccona,Moccona Select Coffee,100 gm,,,,525,,,,Moccona,,1556,,,,,,,,,
